country,medialist
Norway,"['nrk.no', 'p4.no', 'tv2.no', 'euroinvestor.no', 'news.google.no', 'hegnar.no', 'mediemix.no', 'nettavisen.no', 'norwaynews.com', 'norwaypost.no', 'norwaytoday.info', 'scandinavianow.com', 'thelocal.no', 'kapital.hegnar.no', 'tnp.no', 'aftenposten.no', 'bondebladet.no', 'dagbladet.no', 'dagen.no', 'dagsavisen.no', 'finansavisen.hegnar.no', 'handelsbladet.no', 'vg.no', 'ntb.no', 'newswire.no', 'raumnes.no', 'aasavis.no', 'budstikka.no', 'indre.no', 'amta.no', 'eub.no', 'enebakkavis.no', 'rb.no', 'varingen.no', 'oblad.no', 'vestbyavis.no', 'amliavisa.no', 'agderposten.no', 'arendalstidende.no', 'ts-avisen.no', 'birkenes-avisa.no', 'setesdolen.no', 'frolendingen.no', 'gat.no', 'lp.no', 'austagderblad.no', 'tvedestrandsposten.no', 'hallingdolen.no', 'dt.no', 'epostavisen.no', 'eikernytt.no', 'ringblad.no', 'ringeriksavisa.no', 'laagendalsposten.no', 'lierposten.no', 'eikerbladet.no', 'rha.no', 'bygdeposten.no', 'altaposten.no', 'finnmarkdagblad.no', 'hammerfest.nu', 'hammerfestposten.no', 'finnmarksposten.no', 'avvir.no', 'nuorttanaste.no', 'sva.no', 'kystogfjord.no', 'sagat.no', 'framtidinord.no', 'finnmarken.no', 'osthavet.as', 'lokal-avisa.no', 'ostlendingen.no', 'folldalsportalen.no', 'h-a.no', 'glomdalen.no', 'stangeavisa.no', 'ba.no', 'bt.no', 'byavisen.net', 'fiskeribladetfiskaren.no', 'idag.no', 'studvest.no', 'bygdanytt.no', 'aasanetidende.no', 'fanaposten.no', 'sydvesten.no', 'bomlo-nytt.no', 'grannar.no', 'fitjarposten.no', 'kvinnheringen.no', 'strilen.no', 'av-avis.no', 'nordhordland.no', 'hf.no', 'hardanger-folkeblad.no', 'osogfusa.no', 'grenda.no', 'samningen.no', 'sunnhordland.no', 'marsteinen.no', 'vestnytt.no', 'vestavind-sveio.no', 'tysnesbladet.no', 'vaksdalposten.no', 'avisa-hordaland.no', 'nyttiuka.no', 'smp.no', 'andalsnes-avis.no', 'nordrenett.no', 'synste.no', 'heroynytt.no', 'tk.no', 'sulaposten.no', 'oyavis.no', 'rbnett.no', 'bygdebladet.com', 'morenytt.no', 'trollheimsporten.no', 'nvnytt.no', 'sunnmoringen.no', 'auraavis.no', 'driva.no', 'sykkylvsbladet.no', 'regionavisa.no', 'vikebladet.no', 'oyblikk.no', 'storfjordnytt.no', 'vestnesavisa.no', 'mre.no', 'nernett.no', 'frostingen.no', 'inderoyningen.no', 'ytringen.no', 'levangeravisa.no', 'namdalsavisa.no', 'snasningen.no', 'steinkjer-avisa.no', 't-a.no', 'bladet.no', 's-n.no', 'verdalingen.no', 'vol.no', 'an.no', 'bodonu.no', 'banett.no', 'saltenposten.no', 'vesteralen-online.com', 'nord-salten.no', 'avisahemnes.no', 'ranablad.no', 'helg.no', 'fremover.no', 'framtia.no', 'meloyavisa.no', 'hblad.no', 'blv.no', 'lofotposten.no', 'vigga.no', 'avisa-valdres.no', 'gjoviks-blad.no', 'oa.no', 'hadeland.no', 'totens-blad.no', 'gd.no', 'byavis.no', 'fjuken.no', 'gausdolen.no', 'dolen.no', 'groruddalen.no', 'dagogtid.no', 'dn.no', 'friheten.no', 'klartale.no', 'klassekampen.no', 'kommunal-rapport.no', 'morgenbladet.no', 'nationen.no', 'nytid.no', 'vl.no', 'dittoslo.no', 'smaalenene.no', 'demokraten.no', 'f-b.no', 'ha-halden.no', 'moss-avis.no', 'moss-dagblad.no', 'r-a.no', 'radio3.no', 'sa.no', 'karmoybladet.no', 'tysver-bygdeblad.no', 'gbnett.no', 'bygdabladet.no', 'jbl.no', 'dalane-tidende.no', 'oyposten.no', 'h-avis.no', 'karmsundavis.no', 'strandbuen.no', 'bygdebladet.no', 'suldalsposten.no', 'sandnesavisen.no', 'sandnesposten.no', 'ryfylke.net', 'solabladet.no', 'rogalandsavis.no', 'aftenbladet.no', 'stavangeravisen.no', 'firdaposten.no', 'firda.no', 'bodstikka.com', 'ytresogn.no', 'sognavis.no', 'fjt.no', 'fjordabladet.no', 'firdatidend.no', 'fjordingen.no', 'fosna-folket.no', 'sovesten.no', 'mb.no', 'tronderbladet.no', 'opdalingen.no', 'opp.no', 'avisa-st.no', 'retten.no', 'fjell-ljom.no', 'hitra-froya.no', 'selbyggen.no', 'adressa.no', 'byavisa.no', 'dusken.no', 'boblad.no', 'drangedalsposten.no', 'kv.no', 'vtb.no', 'telen.no', 'pd.no', 'hjalar.no', 'ta.no', 'varden.no', 'kanalen.as', 'folkebladet.no', 'haalogalandavis.no', 'ht.no', 'nye-troms.no', '9310.no', 'nordlys.no', 'ruijan-kaiku.no', 'itromso.no', 'tromsoby.no', 'lister24.no', 'avisenagder.no', 'fvn.no', 'l-a.no', 'budstikkanett.no', 'radiosogne.no', 'sogneidag.no', 'sirdolen.no', 'venneslatidende.no', 'jarlsbergavis.no', 'gjengangeren.no', 'op.no', 'larvik24.no', 'oyene.no', 'reavisa.no', 'sandeavis.no', 'byavisa.sandefjord.no', 'naeringsavisen.com', 'sb.no', 'svelviksposten.no', 'tb.no', 'tvvestfold.no']"
About ABYZ,[]
Azerbaijan,"['atv.az', 'aztv.az', 'itv.az', 'spacetv.az', 'azadliq.org', 'rferl.org', '1news.az', 'a24.az', 'azerbaijan.az', 'azeritimes.az', 'bizimxeber.az', 'dsport.az', 'day.az', 'hurriyet.az', 'metbuat.az', 'milli.az', 'news.az', 'sakartvelo.info', 'sesqazeti.az', 'today.az', 'azerbaijannews.net', 'azerbaijantoday.az', 'azer.com', '525.az', 'ayna.az', 'azadliq.info', 'azerbaijan-news.az', 'echo-az.info', 'xalqcebhesi.az', 'yeniazerbaycan.com', 'musavat.com', 'zerkalo.az', 'anspress.com', 'ar.apa.az', 'az.apa.az', 'en.apa.az', 'fr.apa.az', 'ru.apa.az', 'azertag.az', 'olaylar.az', 'ar.trend.az', 'az.trend.az', 'en.trend.az', 'fa.trend.az', 'trend.az', 'turan.az', 'mi-news.az', 'adalet.az', 'azernews.az', 'azerizv.az', 'baki-xeber.com', 'br.az', 'birja.com', 'bizimyol.info', 'ekspress.az', 'football-plus.az', 'gundelik-baku.com', 'hafta.az', 'ikisahil.az', 'iqtisadiyyat.com', 'kaspi.az', 'millet.az', 'movqe.az', 'palitranews.az', 'respublica-news.az', 'ses-az.com', 'sherg.az', 'tezadlar.az', 'ucnoqta.az', 'xalqqazeti.com', 'yenicag.az', 'zaman.az', 'genceninsesi.com', 'artsakhtert.com', 'nkr.am', 'cenubxeberleri.com', 'serqqapisi.az']"
Luxembourg,"['dnr.lu', 'eldo.lu', 'radiolatina.lu', '5minutes.rtl.lu', 'rtl.lu', 'expatica.lu', 'italiansinlux.com', 'gemengen.lu', 'revue.lu', 'wort.lu', 'tageblatt.lu', 'jeudi.lu', 'lequotidien.lu', 'feierkrop.lu', 'land.lu', 'lessentiel.lu', 'luxprivat.lu', 'journal.lu', 'lux-post.lu', 'woxx.lu', 'zlv.lu']"
Africa Regional,"['africa1.com', 'cnbcafrica.com', 'actsa.org', 'afbis.com', 'africa.com', 'africabusiness.com', 'africafocus.org', 'africaglobalvillage.com', 'africaintelligence.com', 'africaintelligence.fr', 'africaleader.com', 'africa-live.de', 'africalog.com', 'africa-news.eu', 'africanews.com', 'africanews.it', 'theafricanews.net', 'africareview.com', 'africasunnews.com', 'en.africatime.com', 'africatime.com', 'africain.info', 'theafrican.info', 'africanbusinessreview.co.za', 'africanmanager.com', 'africanseer.com', 'afriknews.com', 'afrik-news.com', 'afrik.com', 'afrikanieuws.nl', 'afriqueactualite.com', 'afriques.info', 'afriquinfos.com', 'afromix.info', 'agenceecofin.com', 'albawaba.com', 'aljazeerah.info', 'allafrica.com', 'fr.allafrica.com', 'answersafrica.com', 'amin.org', 'iafrica.com', 'icicemac.com', 'info-afrique.com', 'izf.net', 'menafn.com', 'news24.com', 'newsfromafrica.org', 'newsofafrica.org', 'newstimeafrica.com', 'north-africa.com', 'obsac.wordpress.com', 'ouestaf.com', 'sartma.com', 'en.starafrica.com', 'fr.starafrica.com', 'thisisafricaonline.com', 'thezambezian.com', 'zawya.com', 'africa-confidential.com', 'theafricareport.com', 'afrikipresse.fr', 'afrique-asie.fr', 'afriqueeducation.com', 'jeuneafrique.com', 'lesafriques.com', 'newafricaanalysis.co.uk', 'newafricanmagazine.com', 'newsafrica.net', 'thetimesofafrica.com', 'africanindy.com', 'theeastafrican.co.ke', 'africanewsagency.fr', 'africa-newsroom.com', 'arabe.apanews.net', 'apanews.net', 'panapress.com', 'af.reuters.com']"
Guyana,"['hgptv.com', 'ncnguyana.com', 'caribnewsdesk.com', 'guyana.org', 'guyanacaribbeanpolitics.com', 'guyanagraphic.com', 'guyanainquirer.com', 'guyanaobservernews.org', 'guyanaoutpost.com', 'guyanapress.com', 'inewsguyana.com', 'newssourcegy.com', 'guyanajournal.com', 'guyanachronicle.com', 'kaieteurnewsonline.com', 'stabroeknews.com', 'guyanatimesgy.com', 'guyanatimesinternational.com', 'mirrornewsgy.com', 'capitolnewsgy.com']"
Guam,"['pacificnewscenter.com', 'kuam.com', 'mbjguam.com', 'guampdn.com', 'mvguam.com']"
Singapore,"['channelnewsasia.com', 'news.google.com.sg', 'littlespeck.com', 'sg.news.yahoo.com', 'singaporenews.net', 'zaobao.com.sg', 'straitstimes.com', 'beritaharian.sg', 'businesstimes.com.sg', 'wanbao.com.sg', 'mypaper.sg', 'tnp.sg', 'pravasiexpress.com', 'tamilmurasu.com.sg', 'todayonline.com']"
Mali,"['ortm-mali.tv', 'abamako.com', 'cefib.com', 'maliactu.net', 'malikounda.com', 'maliweb.net', 'malijet.com', 'malien.info', 'essor.ml', 'lecombat.info', 'jamana.org']"
Benin,"['benin24tv.com', 'ortb.info', '24haubenin.info', 'acotonou.com', 'bénin.info', 'benininfo.com', 'beninsite.net', 'icibenin.com', 'bj.jolome.com', 'laraignee.org', 'lautrefraternite.com', 'pressedubenin.info', 'sonangnon.org', 'actualites.visages-du-benin.com', 'fraternitebj.info', 'lanationbenin.info', 'actubenin.com', 'abp.gouv.bj', 'golfemediaonline.com', 'lanouvelletribune.info', 'lapressedujour.net', 'autrequotidien.com', 'leconfrere.info', 'quotidienlematin.com', 'levenementprecis.com', 'les4verites.info', 'nouvellesmutations.com', 'journal-adjinakou-benin.info', 'latribunedelacapitale.com']"
Latvia,"['latvijasradio.lsm.lv', 'lsm.lv', 'lnt.skaties.lv', 'ltv.lsm.lv', 'apollo.tvnet.lv', 'delfi.lv', 'rus.delfi.lv', 'financenet.tvnet.lv', 'focus.lv', 'ru.focus.lv', 'kasjauns.lv', 'news.lv', 'politika.lv', 'sportsnews.lv', 'tvnet.lv', 'rus.tvnet.lv', 'ves.lv', 'vesti.lv', 'ir.lv', 'kapitals.lv', 'baltictimes.com', 'bb.vesti.lv', 'diena.lv', 'db.lv', 'lv.lv', 'nasz-czas.tripod.com', 'nra.lv', 'bns.lv', 'leta.lv', 'staburags.diena.lv', 'malienaszinas.lv', 'vaduguns.lv', 'bauskasdzive.diena.lv', 'edruva.lv', 'd-fakti.lv', 'latgaleslaiks.lv', 'nasha.lv', 'dzirkstele.diena.lv', 'bdaugava.lv', 'novaja.lv', 'zz.diena.lv', 'ezerzeme.lv', 'kurzemnieks.lv', 'rekurzeme.diena.lv', 'kurzemes-vards.lv', 'auseklis.lv', 'ludzaszeme.lv', 'novadnieks.lv', 'panorama-rezekne.lv', 'rus.rv.lv', 'lat.rv.lv', 'baltische-rundschau.eu', 'riga-airport.com', 'la.lv', 'aprinkis.lv', 'subbota.com', 'sz.lv', 'ziemellatvija.diena.lv', 'talsuvestis.lv', 'ntz.lv', 'ogresvestis.lv', 'eliesma.lv', 'ventasbalss.lv', 'ventspils.lv']"
French Polynesia,"['polynesie.la1ere.fr', 'tntv.pf', 'tahiti-infos.com', 'tahiti-pacifique.com', 'ladepeche.pf', 'radio1.pf']"
Tanzania,"['itv.co.tz', 'radiofreeafricatz.com', 'startvtz.com', 'tbc.go.tz', 'ippmedia.com', 'magazetini.com', 'tanzaniatoday.co.tz', 'thehabari.com', 'nifahamishe.com', 'thecitizen.co.tz', 'guardian.co.tz', 'mwananchi.co.tz', 'theeastafrican.co.ke', 'arushatimes.co.tz', 'businesstimes.co.tz', 'dailynews.co.tz', 'freemedia.co.tz', 'theexpress.com', 'habarileo.co.tz', 'jamboleonews.blogspot.com', 'majira-hall.blogspot.com', 'mtanzania.co.tz', 'mwanahalisi.co.tz', 'mwanaspoti.co.tz', 'raiamwema.co.tz', 'spoti.co.tz', 'thisday.co.tz', 'mzalendo.net']"
Timor Leste,"['rttlep.tl', 'sapo.tl', 'suaratimorlorosae.com', 'thediliweekly.com', 'guideposttimor.com', 'jndiario.com', 'radioliberdadedili.com', 'temposemanal.com', 'diariutimorpost.tl']"
 Bulgaria,"['bnr.bg', 'bnt.bg', 'btvnovinite.bg', 'dariknews.bg', 'kanal3.bg', 'novatv.bg', 'tv7.bg', 'actualno.com', 'agroplovdiv.bg', 'blitz.bg', 'bulgariagazette.com', 'bulgaria.utre.bg', 'bba.bg', 'bg-times.com', 'factor-news.net', 'dnes.bg', 'faktor.bg', 'forumnews.bg', 'news.guide-bulgaria.com', 'mediatimesreview.com', 'mediapool.bg', 'news.bg', 'novinite.com', 'novotovreme.bg', 'pik.bg', 'pogled.info', 'radar.bg', 'sportonline.bg', 'topnovini.com', 'bpost.bg', 'thebulgarianpost.com', 'novovreme.com', 'temanews.com', '7sport.net', '24chasa.bg', 'banker.bg', 'dnevnik.bg', 'duma.bg', 'capital.bg', 'cash.bg', 'meridianmatch.bg', 'monitor.bg', 'novinar.bg', 'segabg.com', 'standartnews.com', 'trud.bg', 'bulgaria-weekly.com', 'bta.bg', 'focus-news.net', 'focus-fen.net', 'blagoevgrad24.bg', 'struma.com', 'viaranews.com', 'bourgas.org', 'burgas24.bg', 'burgasinfo.com', 'burgasnews.com', 'burgas.utre.bg', 'desant.net', 'e-burgas.com', 'kompasbg.com', 'soleno-morsko.com', 'dobrich.utre.bg', 'ndt1.com', 'haskovo.info', 'haskovskamaritsa.com', 'kyustendilonline.com', 'mont-press.com', 'breznikonline.com', 'ipernik.com', 'sapernik.info', 'zapernik.com', 'radomironline.com', 'tranonline.info', 'zemenonline.com', 'posredniknews.com', 'plovdiv24.bg', 'plovdiv.utre.bg', 'razgradonline.com', 'ruse24.bg', 'sedmica.sliven.net', 'sl-news.sliven.net', 'wirtschaftsblatt-bg.com', 'kultura.bg', 'bg.mondediplo.com', 'sofiaecho.com', 'sofia.utre.bg', 'zaman.bg', 'starazagora.utre.bg', 'tvstz.com', 'chernomore.bg', 'pozvanete.bg', 'varna24.bg', 'varna.utre.bg', 'borbabg.com', 'dnesbg.com', 'vidin.info', 'vratza.com', 'yambol.org']"
Cape Verde,"['rtc.cv', 'alfa.cv', 'cabodiario.com', 'caboverdeonline.com', 'liberal.sapo.cv', 'oceanpress.info', 'sapo.cv', 'expressodasilhas.sapo.cv', 'bravanews.com', 'asemana.sapo.cv', 'noticiasdonorte.publ.cv']"
Maldives,"['dhitv.com.mv', 'mbc.mv', 'vnews.mv', 'cnm.mv', 'gadhdhoo.com', 'kavaasaa.com', 'maldivestimes.com', 'manadhoolive.com', 'mikalnews.com', 'minivannews.com', 'mvheadlines.com', 'sun.mv', 'udhares.com.mv', 'haveeru.com.mv', 'miadhu.com']"
Sierra Leone,"['slbc.sl', 'apctimes.com', 'cocorioko.info', 'critiqueecho.com', 'expotimesonline.net', 'ktvsl.com', 'makonitimes.com', 'mysierraleoneonline.com', 'thenewpeople.com', 'thenewrisingsun.net', 'palmtreereports.com', 'thepatrioticvanguard.com', 'statehouse.gov.sl', 'salonemonitor.net', 'salonepost.com', 'salonetoday.com', 'sierraherald.com', 'sierraleone365.com', 'sierraleonenews.net', 'sierraleonepress.com', 'slpublicopinion.wordpress.com', 'thesierraleonetelegraph.com', 'sierraleonetimes.com', 'switsalone.com', 'thisissierraleone.com', 'awoko.org', 'slconcordtimes.com', 'standardtimespress.org', 'voice-of-binkongoh.info', 'news.sl', 'cottontreenews.org', 'globaltimes-sl.com', 'newctzen.com', 'owlpressonline.com', 'politicosl.com', 'premiermedia.sl', 'radiodemocracy.sl', 'salonereporter.net', 'salonetimespress.com', 'sierraexpressmedia.com']"
United States of America,[]
Japan,"['cnn.co.jp', 'fnn-news.com', 'nhk.or.jp', 'news24.jp', 'tbs.co.jp', 'tv-asahi.co.jp', 'tv-tokyo.co.jp', 'theblackship.com', 'bloomberg.co.jp', 'news.google.co.jp', 'japantoday.com', 'news.yahoo.co.jp', 'jp.ibtimes.com', 'japannewsreview.com', 'newsonjapan.com', 'chubun.com', 'metropolisjapan.com', 'asia.nikkei.com', 'weeklypost.com', 'asahi.com', 'the-japan-news.com', 'mainichi.jp', 'nikkei.com', 'cn.nikkei.com', 'zh.cn.nikkei.com', 'sankei.co.jp', 'jcp.or.jp', 'jp.wsj.com', 'yomiuri.co.jp', 'jiji.com', 'english.kyodonews.jp', 'kyodonews.jp', '47news.jp', 'china.kyodonews.jp', 'jp.reuters.com', 'chukei-news.co.jp', 'chunichi.co.jp', 'higashiaichi.co.jp', 'tonichi.net', 'sakigake.jp', 'hokuu.co.jp', 'hokuroku.co.jp', 'toonippo.co.jp', 'daily-tohoku.co.jp', 'chibanippo.co.jp', 'chiba-shinbun.co.jp', 'ehime-np.co.jp', 'fukuishimbun.co.jp', 'nishinippon.co.jp', 'minpo.jp', 'minyu-net.com', 'iwaki-minpo.co.jp', 'gifu-np.co.jp', 'raijin.com', 'chugoku-np.co.jp', 'asahikawa-np.com', 'bieishimbun.com', 'bihoroshinbun.com', 'hakodateshinbun.co.jp', 'denshobato.com', 'news-kushiro.jp', 'minyu.ne.jp', 'muromin.mnw.jp', 'nayoro-np.com', 'tokachi.co.jp', 'ocn.ne.jp', 'hokkaido-np.co.jp', 'tesio.net', 'websorachi.com', 'tomamin.co.jp', 'wakkanaipress.com', 'kobe-np.co.jp', 'ibaraki-np.co.jp', 'joyonews.jp', 'hokkoku.co.jp', 'iwanichi.co.jp', 'iwate-np.co.jp', 'shikoku-np.co.jp', '373news.com', 'nankainn.com', 'kanaloco.jp', 'kochinews.co.jp', 'kumanichi.com', 'kyoto-np.co.jp', 'isenp.co.jp', 'kahoku.co.jp', 'the-miyanichi.co.jp', 'shinmai.co.jp', 'nagano-np.co.jp', 'nagasaki-np.co.jp', 'nara-np.co.jp', 'niigata-nippo.co.jp', 'oita-press.co.jp', 'sanyonews.jp', 'y-mainichi.co.jp', 'miyakomainichi.com', 'okinawatimes.co.jp', 'ryukyushimpo.jp', 'japanupdate.com', 'osakaglobe.com', 'nnn.co.jp', 'sankei-kansai.com', 'saga-s.co.jp', 'saitama-np.co.jp', 'shigahochi.co.jp', 'shimanenichinichi.co.jp', 'sanin-chuo.co.jp', 'at-s.com', 'shimotsuke.co.jp', 'topics.or.jp', 'daily.co.jp', 'japantimes.co.jp', 'moderntokyotimes.com', 'nikkan.co.jp', 'nikkansports.com', 'worldtimes.co.jp', 'hochi.co.jp', 'sponichi.co.jp', 'tokyo-np.co.jp', 'webun.jp', 'toyama.hokkoku.co.jp', 'agara.co.jp', 'yamagata-np.jp', 'bocho-shinbun.com', 'minato-yamaguchi.co.jp', 'ubenippo.co.jp', 'sannichi.co.jp', 'y-shinpou.co.jp']"
Madagascar,"['tvmada.com', 'ledaily.mg', 'madonline.com', 'mada.pro', 'moov.mg', 'newsmada.com', 'madagate.com', 'tananarive.info', 'dmd.mg', 'madagascarmagazine.com', 'lexpressmada.com', 'madagascar-tribune.com', 'midi-madagasikara.mg', 'lagazette-dgi.com', 'lanation.mg', 'laverite.mg']"
